age,bmi,sleep_hours,heart_rate,activity_level,caffeine_mg,work_hours,meditation_min,screen_time_hours,social_support,stress_score,stress_level
41,19.5,5.9,79.7,20,114.7,10.3,1.1,4.1,1,75,High
39,23.6,8,62.1,13,168.7,11.6,0.8,2.6,4,54.8,Medium
22,22.6,6.3,86.1,1,154.7,9.3,0.3,5.3,0,81.9,High
50,29.3,7.2,79.7,71,223.2,5.5,10.3,9,0,51.4,Medium
53,23.3,6.5,87.4,69,126.1,9.2,1.7,6,3,57.1,Medium
64,30.5,7,79.4,100,168.1,7.5,1.7,7.6,4,37,Medium
37,26.3,6,68.4,100,185,5.4,1.2,6.4,3,38.6,Medium
36,28.6,6,62.6,32,124.3,9.8,3.2,5.9,0,60.1,Medium
52,25,5.8,66.4,5,84,10.4,3.6,3.1,3,63.2,Medium
60,30.1,8.3,87.4,89,97,7.8,1.2,5.2,1,40.5,Medium
34,20.4,7.3,67.2,36,182.7,8.6,4.7,4.9,5,41.4,Medium
62,25.5,8.4,76.9,13,131.2,3.9,6.4,9,1,49.9,Medium
60,23.4,8.5,71.3,36,130.1,10.2,2.3,6.4,5,42.1,Medium
51,30.6,6.3,75.3,7,198.3,9.6,4.4,8.6,4,66.4,High
26,31,8.3,75.9,76,231.6,8.5,3.5,8.3,0,46.7,Medium
43,25,7,75,12,245.3,5.5,1.1,4.3,4,58.3,Medium
19,19.8,6.8,59.3,39,101,4.7,6.5,6,4,32.7,Low
26,26.7,8.9,68.1,91,223.8,12.1,8.1,9.4,0,47.7,Medium
26,18.3,7.8,69.7,57,316.8,6,5.2,7.1,2,47.1,Medium
57,31.5,6.5,74.9,17,160.1,8.3,2,7,2,60.6,Medium
34,23.1,7.7,64.4,56,144.1,6.1,13.1,7.8,3,29.5,Low
18,24.9,5.1,74.1,82,127.5,3.4,3,7,2,49.8,Medium
42,22.3,7.4,60.9,37,64.9,8.9,1.5,7.1,1,41.2,Medium
60,21.4,4.8,56,31,217.4,9.2,2.6,6.6,5,54.3,Medium
57,27.9,5.5,74.4,85,144.5,4.7,5.9,5.3,4,42.5,Medium
59,24.4,7.9,57.7,65,138,10.2,9.4,3.9,3,32.1,Low
42,25.2,3,72.9,76,205,6.9,2.2,2.3,4,62.3,Medium
56,21,9.7,48.5,86,212.4,5.8,1.3,5.3,0,15.8,Low
52,28.4,8.3,64.5,24,101.9,5.7,4.9,6.9,2,36.3,Medium
20,28.8,4.2,68.6,91,103.8,9.7,12.7,6.5,0,55.9,Medium
54,24.2,10,53.5,57,100.3,4.2,1,7.3,3,11.1,Low
61,30.1,10,68.8,74,319.1,5.5,8.1,5.7,5,22.7,Low
61,24.6,6.7,81.7,32,268.2,8.9,3.2,11.4,1,71.1,High
47,28.1,5.6,58.8,87,206.6,8.6,8,10.1,2,40.7,Medium
55,18.5,9.5,63.3,65,120,6,3.5,3,0,25.6,Low
51,26.4,6.5,87.7,29,129.4,10.6,2.4,7.3,5,67.6,High
29,23.9,7.2,58.8,80,179.1,5.8,6,7.9,2,30,Low
36,25.6,8.8,84.3,33,326.7,7.6,11.5,1.8,4,50.5,Medium
54,25.4,6.8,67.4,85,173.1,7.3,1.9,6.3,1,40.3,Medium
61,25.5,6.6,71.3,68,190.7,7.3,3.1,7,5,39.5,Medium
34,27.5,5.1,84.2,47,0,7.6,1.3,6,2,58,Medium
27,22.7,6.1,64,39,170.6,7.5,1,6.8,1,52.5,Medium
64,27.3,6.6,77.5,50,38.5,7.5,7.5,6.2,5,37.5,Medium
29,29.9,5.1,81.3,79,111,7.6,1.1,7.4,4,50.7,Medium
33,19.4,5.3,60.7,12,153.8,10.2,7.9,9.1,4,59.8,Medium
41,21.9,7.1,60.8,89,125.8,7.5,2.8,7.5,0,32.6,Low
36,22,4.2,66.2,30,99.1,9.4,26.5,8.4,3,54.5,Medium
25,20.6,5.7,65.8,38,99.8,8.3,1.1,3.9,0,55.7,Medium
48,23.1,9.9,58.3,62,133.1,8.7,0.5,10.1,1,23.2,Low
38,29.1,6.5,65.6,47,129.6,9.6,0.4,6.6,0,56.4,Medium
34,30.8,6.3,40,86,151.6,5.7,9,5.2,5,11.6,Low
40,25.4,6.5,66.9,47,145.6,9.3,2.9,6.8,2,51.5,Medium
54,23.7,6.5,78.3,60,252.3,7.6,0,4.9,5,51.1,Medium
33,28.2,7.9,54.9,11,0,6.1,10.4,6.3,0,31.7,Low
23,15.5,7.8,60.6,77,169.6,9.6,10.5,6.6,3,30.8,Low
25,20.8,6.4,92.3,55,155.7,7.1,8.2,4.6,5,53.8,Medium
42,15.7,6.7,65.1,17,139.3,8.8,1.4,6.3,5,47.3,Medium
35,20.7,9,81.4,26,93.5,2.6,2.3,4.6,5,37.1,Medium
42,21.9,4.7,58.3,27,138,9.5,6.8,4.6,3,57,Medium
29,30.9,6.9,77.4,81,19.3,13.2,3.4,4,5,51.1,Medium
32,14,7.2,52.7,79,166.5,8,0.8,5.3,1,29.6,Low
43,23.3,5.8,73.2,51,181,7.5,1.4,4.9,4,51.4,Medium
58,27.5,6.8,79.7,15,93.7,7.1,18,6.9,3,49.4,Medium
62,26.6,5.6,76.8,76,305.3,9.1,0.8,8.2,1,67.9,High
43,30.8,8,69.5,57,140.4,7.4,6.5,7.3,3,33.3,Medium
64,25.6,5,73,92,153.5,9.3,3.3,7.9,3,52,Medium
49,26.5,8.6,73.6,8,256.9,11.4,6.9,7.8,4,62.1,Medium
27,17.6,6.9,73,25,321.4,9.7,5.4,4.1,2,68.9,High
33,21,6.3,66.8,27,60.1,7.7,2.9,5.3,1,49,Medium
24,17.9,5.5,75.8,76,103.8,5.8,2.2,9.6,3,46.8,Medium
34,27.3,8.5,85.5,35,141.8,7.2,7,4.9,3,46,Medium
40,26.4,6,67.5,8,90.6,7.7,2,9.7,0,59.7,Medium
43,26.3,5.2,71.1,46,217.7,5.4,7.8,5.2,5,51.9,Medium
38,21.5,8.6,59.2,77,81.8,10.2,5.7,1.9,2,27,Low
39,21.1,5.6,71.5,50,251.3,9.1,4.3,5.5,4,59.1,Medium
24,25.8,6.9,73.9,75,199.9,5.9,2.3,7.7,1,47.7,Medium
31,22.3,8.2,69.2,56,243.1,4.4,1.1,9.3,3,39.9,Medium
32,20.9,7.2,69.3,31,82.1,9.4,6.2,3,5,41.7,Medium
24,23,9.6,88.2,66,119.3,4.7,0.5,7.7,1,40.4,Medium
26,22.4,5.7,40,56,221.8,8.2,17.6,7.8,4,25.5,Low
25,21.5,6.7,63.3,53,207.3,7.2,19.3,8.6,2,38.5,Medium
40,20.1,6.8,64.1,15,127.1,9.6,0.7,0.7,0,60.7,Medium
46,26.8,7.9,85.5,61,138.4,9.6,0.5,9.3,2,54.8,Medium
35,31.2,8.9,77.9,83,115.3,6.4,2.7,6.9,0,34.8,Medium
48,24.8,7.1,74.9,95,136.3,9.8,16.6,6.9,1,41.5,Medium
47,25.9,6.8,83,55,72.8,7.4,2.6,8.1,2,49.4,Medium
56,27.1,4.8,69.3,22,59.3,8,2.3,2,2,58.2,Medium
52,26.5,7.2,77.3,16,230.4,8.1,6.1,8,2,60.1,Medium
35,21.6,6,63,79,133.6,12.5,1,10.7,4,53.5,Medium
59,31.9,7.9,62.9,37,242.1,7.8,2.3,3.3,1,45.6,Medium
56,22,6.4,86.4,71,197.7,4.7,1.7,5.9,0,62.2,Medium
34,27.6,6.6,75,82,175,6.6,4.6,6.1,2,44.1,Medium
31,27.1,4.8,77.5,29,93.2,9.5,0.9,6.7,1,73.1,High
48,17.2,4.3,55.3,57,53.1,7.4,4,6.9,5,36,Medium
41,23.6,9.8,74.4,97,113.4,8,9.7,4.7,4,12.5,Low
52,25.2,7.2,87.9,77,272.6,7.1,3.6,6.1,4,51.9,Medium
61,25.5,7.6,67.5,21,221.1,2.4,5.8,9.5,5,42.5,Medium
62,26.2,5.6,58,16,106,6.4,0.4,6.8,1,53,Medium
51,28,8.3,73.3,14,114.4,7.8,3,6.7,0,50.4,Medium
20,25,8,59.6,47,75.7,4.5,0.5,4.6,1,31.9,Low
54,26.4,5.8,55.1,31,26.2,5.6,4.6,8.7,1,40.5,Medium
60,24.8,5.4,62.6,76,158.1,7.3,1.6,5.6,3,41.8,Medium
57,20.9,5.9,63,84,288,7.3,1.7,1.9,4,42.4,Medium
43,25.1,7,60.2,39,289,8.8,0.4,6.8,0,57.4,Medium
40,28,7.3,84.8,96,198.6,7.4,1.9,7.4,3,43.7,Medium
61,29.4,7.1,91.1,56,101.8,8.7,3.5,5.4,5,50.5,Medium
56,27.1,8.9,77.2,57,34,6.6,4.4,1.5,1,32.7,Low
32,30.3,5.9,76.5,90,233.8,8.4,0.3,3.8,5,47.1,Medium
21,26.7,5.4,69.4,98,185.8,10.9,5.3,5.8,4,51.5,Medium
46,28.5,7,62.8,15,124.7,8.6,3.4,5.2,3,46.6,Medium
39,28.7,4.5,87.9,27,111.3,7.5,3.8,6.9,3,71.4,High
42,24.1,8,68.9,97,198,6.1,8.9,7.2,0,32.9,Low
30,27.9,7.1,66.8,0,83.9,8.2,2.1,5.1,1,53.1,Medium
35,21.2,6.5,78.2,40,169.1,7.6,1,3.2,0,61.7,Medium
50,26.4,6.4,70,47,52.4,9.1,4,8.9,3,45.4,Medium
33,27.3,8.4,80.9,30,328.3,4.4,14.5,7.1,3,52.3,Medium
62,29.2,8.3,68,35,95,7.6,3.6,7.3,0,40.8,Medium
59,28.3,6.6,81.8,32,201.9,8.8,8.9,6.8,3,60.9,Medium
61,29.3,7.9,81.9,32,54.2,8.3,7.1,8.2,2,46.2,Medium
19,24.6,8.3,83,81,136.9,7.3,3.7,5.2,4,33.9,Medium
52,23.6,7.5,62.2,22,220.8,7.3,5.2,7.7,1,48.5,Medium
59,23.9,6.7,68.6,59,238.1,5.8,2.6,7.3,4,44.2,Medium
51,26.1,7.6,90,86,211.1,8.8,3.8,7.3,1,55.6,Medium
47,17.8,5.4,63.9,78,138.9,8.8,3.5,3.6,3,43.8,Medium
30,30.3,7.1,80.8,89,96.7,5.2,6.2,6.3,0,43.1,Medium
30,25.2,6.7,93,29,63.8,9.5,2.6,6.8,0,72.9,High
35,23.3,6.4,50.7,88,270.3,6.7,0.5,9.6,3,32.1,Low
49,14.9,4.4,62.2,44,158.3,7.2,7.8,6.2,1,56.5,Medium
49,24.9,5.5,70,79,173.1,11.7,5.8,8.2,3,60.3,Medium
52,24.2,6.3,51.6,38,243.2,11.2,15,3,1,55.5,Medium
56,21.4,8.3,63.6,44,196.9,5.1,2.8,4.6,3,35.1,Medium
63,22.3,7.4,58.9,77,139.8,5.4,0.4,6.9,3,27.2,Low
46,24.9,8.4,78.5,80,209.6,5.9,0.6,6.9,3,38,Medium
46,22.6,8.9,51.5,11,100.2,11.2,7.4,4.6,0,44,Medium
61,27.3,7.5,90,92,25.9,6.8,0.4,7.9,1,42.4,Medium
33,22,7.2,75.4,31,262.9,5.1,11.9,5.7,5,47.9,Medium
61,25.6,5.5,59.8,55,106.9,10.5,1.7,5.6,3,51.6,Medium
64,29.7,10,82.6,23,125.7,9.2,11.5,5.8,4,38.6,Medium
27,24.9,4.9,75.9,12,132.7,12.5,7.4,8.7,4,81,High
47,26.4,7.2,70.3,19,101.8,9.2,10.2,8.2,0,55,Medium
42,26.2,8.2,63.4,78,238.1,7.9,1.2,9.8,2,33,Medium
56,25,8.3,75.5,55,180,8.5,4.5,7.1,5,36.6,Medium
37,24.7,5.3,71.1,52,125.7,7.1,0.5,9.9,0,58.8,Medium
22,22.7,6.4,62,67,47.9,10.6,1.1,6.5,2,45,Medium
18,25.6,5.8,56.9,53,174.3,10.7,1.9,5.7,0,59.7,Medium
47,23.9,4,60.9,33,0,4.8,6.8,5.1,4,45.1,Medium
20,31.2,7.2,68.1,27,168.6,9.9,0.1,5.6,3,55.5,Medium
62,28.2,5.9,83.2,49,257.5,5.9,11.7,5.7,1,65.2,Medium
31,19.2,9.3,75.7,1,155.2,12.8,0.4,4.6,3,66,High
47,19.4,7.9,62.7,93,246.5,11,2.4,4.8,4,39,Medium
21,24.5,7.1,65.6,25,51.7,5.7,0.4,7.2,1,44.7,Medium
35,23.4,6.3,79.1,50,313.1,8.5,7.3,5,2,64.6,Medium
54,24.3,7.2,72.3,46,237.8,10,0.8,2.6,2,60.4,Medium
42,27.6,6.6,73.8,25,188.1,6.8,10.8,2.5,4,50,Medium
18,26.3,7.1,63.6,83,102.1,5.3,3.8,1.8,1,31.8,Low
63,26.2,9.9,69.4,91,88.8,8.2,14.8,3.2,3,9.7,Low
32,30.8,5.4,72.9,83,144.3,7.7,1.7,3.6,4,44.1,Medium
26,19.4,6.7,66.3,74,246.2,6.2,3,4.1,2,44.1,Medium
32,25.4,8.1,77.5,73,44.8,10.5,5.9,6.6,4,37.6,Medium
41,22.7,6.4,76.5,60,150.8,5.4,8.9,3.5,3,46,Medium
21,30.7,9.4,63.7,22,208.7,7.8,2.7,4.2,0,41.3,Medium
29,16.2,8,60.6,36,224.3,8.4,11.1,2.3,5,32.2,Low
54,16.3,5.9,58.8,40,208.5,8.6,0.6,4.7,5,45.7,Medium
54,26.2,7.3,84.5,51,36.6,10.3,6.2,7.4,5,48.1,Medium
60,29.5,5.9,94.8,82,240.5,7.5,2.1,6,0,70.5,High
23,28.1,5.8,66.9,81,155.4,2.8,0.5,6.2,3,41.5,Medium
56,21.8,6.8,66.7,48,63.2,7.2,2.4,6,1,41.8,Medium
63,31,8.9,81.4,26,148.1,9.5,10.6,3.4,4,46.1,Medium
41,20.1,8.1,60.5,5,0,7.7,19.7,5.2,3,25.5,Low
28,30.2,7,81.2,73,196.3,7.7,2.5,6.4,0,54.5,Medium
30,20.6,8.2,67.6,65,139.8,9.1,10.9,7.9,2,34.3,Medium
51,23.6,7.4,51.9,23,48.4,9.3,3.6,6.7,5,29.3,Low
42,27.6,5.2,58.3,37,126.8,4.4,6.3,7.8,5,40.7,Medium
24,19.1,6.8,63.7,27,93.4,8,0.2,3.8,3,42.5,Medium
21,30.9,6.9,85.2,27,98.5,7.6,4.1,3,5,50.8,Medium
25,23.6,8.1,60.4,65,0,8.2,0.4,2.5,5,15.5,Low
37,25.5,6.2,64.9,60,16.2,4.1,1.6,7.6,3,34.4,Medium
46,29.6,5.6,74.4,45,131.6,10.6,4.2,3.1,3,64,Medium
62,21.8,6.9,51.7,68,117.9,8,8.2,8.1,0,29.8,Low
63,29.2,6,75.1,74,227.9,8.8,4.1,5.1,0,60.3,Medium
27,31.6,6.5,57.9,73,99.5,11.5,13.8,9.3,5,35.5,Medium
60,22.4,6.9,74.4,42,107.8,8.9,8.3,5.1,3,47.4,Medium
51,30.5,6.4,64.7,58,111.6,4.9,0.8,5.2,3,39.3,Medium
43,18,8.4,57.1,1,134.2,7.8,2.5,6.1,5,31.9,Low
58,26.6,9.1,73.5,14,157.3,9.3,5.5,5.2,1,50.7,Medium
20,20.1,8.3,75.5,36,117.5,8.1,13.9,6.8,2,38.9,Medium
23,28.8,4.3,75.7,70,195.7,11.4,22,3.9,4,64.6,Medium
22,28.4,6,73.8,19,334,6.3,7.2,6.4,4,64.3,Medium
22,33.3,6.7,76.4,97,84,10.5,4.3,4.5,5,39.9,Medium
64,30.7,4.2,76.7,34,181.3,9.7,7.1,5.6,4,71.6,High
40,24.3,5.7,74.1,33,152.4,8.2,1.6,3.2,0,64.7,Medium
26,20.7,6.7,63.9,85,233.8,8.7,1.7,7.7,0,47.2,Medium
52,27.3,6.3,77.7,30,166.2,6,5.3,5.3,1,60.8,Medium
37,24.8,7,61.9,86,91.9,7.4,10.3,7.8,5,18.6,Low
59,31.2,4.9,84,18,56.8,9.2,17.5,4.5,0,72.1,High
52,16.3,6.3,73.5,67,198.8,7.7,2.1,6,5,43.7,Medium
35,33.8,7.2,96.2,23,63.3,8.1,8,7.9,5,54.4,Medium
34,27.1,7,76.2,83,244.7,10,9.5,3.6,3,50.7,Medium
41,21.7,7.7,77.4,38,194.3,4.2,4.9,4.2,2,50.4,Medium
20,27.9,7.6,55.8,91,156.9,8.7,2.1,7.6,2,26.4,Low
49,30.2,6.4,82,53,45,11.6,4.8,8.7,5,57.5,Medium
52,25.5,7.2,82,38,204,7.2,4.4,6,2,57,Medium
55,17.9,5.8,81.5,16,279.3,5.5,4.7,4.1,2,73.6,High
30,23.8,6.6,70.6,18,116,7.2,4.8,5.4,4,47.6,Medium
64,29.2,5.4,68.7,47,90.6,5,9.4,9.9,4,43.4,Medium
42,27,8.6,60.1,34,142.6,8.5,0.9,3.3,3,33,Medium
26,24.4,6.6,59.7,31,187.4,7.9,2.3,7.1,1,49,Medium
21,30.2,8.6,72.3,46,107.5,8.6,4.4,6.3,0,42.4,Medium
31,28,7.5,54,46,221.9,7.7,1.7,3.7,0,41.2,Medium
54,28.3,5.7,64,63,302.9,8.4,19.1,5.4,4,45,Medium
51,23.4,7.4,70.1,45,176.4,8.9,1.5,2.4,5,42.9,Medium
28,23,8.2,69.7,34,124,5.6,3.2,6.6,2,40,Medium
58,18.2,6.9,56.9,93,185.2,8.7,10.5,6.9,3,26.8,Low
20,24,7.1,57.2,16,244.2,10.9,0.4,3.3,1,64,Medium
45,28.7,6.2,61,41,162.8,6.1,8.6,7.1,4,39.4,Medium
46,24.2,7,67.4,28,188.8,8.6,4.2,4.7,5,45.6,Medium
26,26.8,7.4,92.2,69,206.4,10.6,0.2,4.5,3,66.2,High
20,29.4,6.1,82.8,16,80,5.7,11.7,4,5,52.2,Medium
42,26.5,5.4,72.9,80,186.7,9.6,0.2,7.3,3,56.7,Medium
51,26.9,8.9,76.5,13,42.6,7.6,3.6,2.7,4,36.1,Medium
29,19.6,7.9,77.5,23,97.3,10,0.3,2.8,3,55.1,Medium
59,23.7,6.2,76.1,56,241.7,6.4,0.4,4.8,2,58.2,Medium
26,31.9,7.3,70.4,49,219.7,8,10.9,4.9,3,42.4,Medium
32,25.4,4.8,61.7,56,128.4,5,7.3,7.3,1,49.7,Medium
57,32.6,4,72.5,100,286.5,8.9,1.1,5.8,3,62.1,Medium
42,22.1,8.6,78.6,60,45.2,8.9,4.8,5.8,0,41.2,Medium
22,25.9,7.3,67.7,38,133.6,9.1,7.9,2.8,3,44,Medium
28,23.5,6.9,58.2,54,172,9,11,5.5,5,32.3,Low
51,27.4,7.3,54,95,0,7.8,3.2,1.2,4,9.3,Low
41,28.6,10,70.6,35,137.4,5,11.4,6.5,0,32.4,Low
32,27.4,8.3,60.9,36,60,10,3.5,7.4,4,33.3,Medium
55,29.2,5.4,67.7,13,61.9,7.9,5.8,4.4,5,47.9,Medium
25,24.9,4.5,84.5,26,128.2,8.8,19.3,6.8,1,72.3,High
22,24.2,8.6,69.1,82,3.9,7.6,1.3,5.1,2,20.5,Low
43,18,8.3,59,30,85.4,11.9,0.9,8.5,1,50.5,Medium
35,27.6,7.9,74.4,72,5.8,6.9,2.1,6.5,0,34.6,Medium
23,25.7,5.8,89.6,80,159.9,6.8,0.9,3.9,5,52.7,Medium
54,24.7,7.5,68.6,82,158.3,4.9,1.7,8.3,5,28.2,Low
30,24.2,5.9,46,43,122.1,8.2,6.8,7.7,2,34.3,Medium
45,24.9,8,76.5,67,229.7,11.7,3.2,5.2,3,57.5,Medium
22,24.1,8.5,73,47,126.3,8.3,2.4,7,0,43.8,Medium
30,22.9,6.2,69.9,56,148.2,8.5,2.3,7,2,50.2,Medium
34,26,8.7,68.3,74,77.5,9.9,1.1,5.1,4,28.9,Low
57,26.9,7.2,62.9,21,0,8.3,3,6.1,2,38.3,Medium
62,21.9,7.7,83.6,3,138.4,10.4,4.9,6.5,4,64.9,Medium
49,23.4,5,50.8,80,127.9,10.7,0.7,4.6,4,42.9,Medium
46,24.2,7.3,66.5,71,286.8,6.8,18,8.7,5,31.4,Low
20,25,6,66.7,45,203.4,5.1,2.9,2,2,52.4,Medium
57,24.5,7.7,78.3,58,117,9.4,14.8,7.4,5,37.6,Medium
51,27.6,9.2,83.7,33,161.3,8.6,0.7,3.6,5,42.8,Medium
57,18.4,7.4,64.4,10,222.6,5.9,7.3,5.5,1,52.5,Medium
44,19.1,5.6,69,30,191.3,6.6,4.8,2.8,1,60.4,Medium
30,25.8,7.9,73.2,10,283.5,6.6,8.6,3.4,5,49.6,Medium
62,22.6,7.6,79.3,55,86.8,8.3,4.6,5.8,5,37,Medium
50,28.5,10,82.1,37,228,10,16.5,6.1,4,42.4,Medium
23,29.7,7.4,67,20,116.2,10.1,4.9,8.1,5,46.8,Medium
41,25.9,6.1,74.8,93,165.5,9.6,7.7,5.2,0,53.8,Medium
36,20.7,8.2,71.7,9,105.4,7.4,10.5,7.2,2,43.2,Medium
33,29.2,6.8,70.9,25,138.6,12.4,6.3,6,0,73.3,High
57,25.8,7.1,74.1,90,166.9,8.1,3.7,7.2,1,41.4,Medium
45,19.1,5.6,67.3,7,197.5,7.2,1.6,3.8,0,68.2,High
50,19.4,6.8,68.8,7,154.9,5.3,9.6,6.2,3,50.4,Medium
58,31.1,7,59.5,59,0,7.3,3.3,6.7,3,25,Low
30,30.4,6.8,63.5,71,143.8,8.9,4.8,5,1,41.9,Medium
60,14.9,6.1,73.1,33,267.6,4.8,0.4,6.8,0,67.9,High
62,19.6,7.4,55.2,15,143.2,6.1,3.4,7,2,40,Medium
42,29.6,5.6,77,12,269.9,7.1,6,5,1,73.8,High
59,24.9,5.3,69.1,86,140.4,6.4,4.4,7.6,3,42.4,Medium
53,27.8,8.1,81.7,75,24.2,6.3,3,1.4,1,36.1,Medium
44,24.8,7.9,76.4,90,115.4,10.2,1.3,2.2,0,47.6,Medium
55,27.6,5,66.8,21,105.3,4.7,1.9,3.9,0,62.8,Medium
24,25,4.3,67.8,95,131.6,8.4,6,6.6,0,52.5,Medium
22,23.2,5.5,49.2,26,55.2,9,1.3,4.5,4,39.7,Medium
60,29.2,6.8,70.8,63,149.3,7,4.9,3.3,0,47.3,Medium
62,25.8,8.7,57.7,1,123.7,7.5,4.5,5.8,5,29.3,Low
48,27.6,6.8,69.1,96,253,7.9,17.6,6.2,3,33.1,Medium
40,25.6,5.8,63.9,25,53.2,9.3,0.3,4.7,3,51.9,Medium
59,23.1,7.2,60.3,91,169.7,11.1,0.6,3.6,4,38.6,Medium
27,31.4,6.8,85.1,82,182.9,5.4,3.5,6,3,48.4,Medium
49,26.4,4.9,57.9,68,212,6.2,3.7,7.6,3,45.4,Medium
60,23.6,4.9,59.7,96,120.9,6.3,0.2,3.6,1,41,Medium
47,30.1,5,65.6,83,167.7,8,8.7,9.2,0,49.1,Medium
56,19.7,10,62.5,29,178.3,7.2,3.4,4.9,5,22.4,Low
48,33.9,8.3,65.7,7,18.1,9.3,2.1,4.7,5,36,Medium
35,24.3,6.1,66.1,37,123.8,6.7,1.9,6.3,1,51.4,Medium
53,19.9,8.7,70.5,60,147.4,6.2,9.9,6.2,5,24,Low
19,32.6,6.1,80.5,80,156.8,6.5,1.1,1.5,1,53.6,Medium
31,23.1,8.6,75.3,64,155.8,8.2,0.9,5.8,5,31.5,Low
30,26,7.1,51.4,66,185,9.9,1.2,7.2,3,36.6,Medium
46,27.9,6,75.3,45,305,7.9,4.9,8.1,2,63.2,Medium
29,29.7,8,76.8,89,102.4,6.9,8.3,5.8,0,34.9,Medium
56,26.2,7.2,64,94,180.5,5.9,2,5.3,2,31.9,Low
19,22.4,7.6,85.4,71,254.1,10.9,1,7.4,3,63.7,Medium
49,25.9,7.3,81.3,42,6.1,4.5,1.2,9.6,4,40.7,Medium
30,23.3,7.3,67.3,58,171.5,7.6,4.8,6.2,1,42.3,Medium
63,26,8.2,64.5,45,15.6,9.5,1.4,5.6,5,28.2,Low
44,31.5,10,89.8,71,324.8,7.6,10.5,8.5,5,36.9,Medium
58,28,8.9,71.3,34,191.8,6.9,0.5,3.7,3,39.7,Medium
34,25.8,7.3,71.3,38,181,9.1,0.2,6.1,5,47.4,Medium
57,28,6.5,72.2,91,0.1,5.8,0.5,10.8,3,30.2,Low
48,28.2,6.7,94.6,50,109.6,4.5,9.3,6.9,2,58.5,Medium
51,20.7,5.1,65.7,3,110,8.7,5.3,7.5,4,58.5,Medium
41,25.2,8,69.9,79,291.3,6,15.8,5.3,1,38.1,Medium
62,35.3,5.5,66.8,76,208.3,8.3,2,7.2,5,43.5,Medium
52,29.9,6.4,68.6,83,17.8,7.8,1.2,8.4,4,28.6,Low
23,23,8,58.7,50,187.6,8.5,4.1,3,4,31,Low
36,22.6,6.6,60.7,4,29.8,7.5,3.9,5.8,4,39.6,Medium
47,22.5,6.3,50.7,54,19.7,9.1,4.5,6.7,0,36.1,Medium
24,28.5,5.2,80.6,100,186.3,6.6,2.1,5.9,4,48.8,Medium
27,31.4,8.8,74.8,19,209.6,9.6,0,5,3,53.9,Medium
58,27.3,5.8,73.5,23,186.7,5.6,0.2,8.8,0,67.6,High
49,25.6,6.1,69.8,35,300.4,10.3,5.5,6.4,0,74.8,High
51,23.2,4.3,69.8,33,179.5,12.1,3.7,4.6,4,77.9,High
45,26.3,7,86.8,53,163.6,8.2,8.6,8,5,48.3,Medium
32,21.7,6.5,60.7,33,52.7,11.1,1.8,8.8,5,46.5,Medium
47,17.3,7.3,68.9,82,218.6,11.7,8.4,8.3,5,45.9,Medium
54,31.5,5.2,76,16,17.9,7.4,2.8,5.2,5,52.6,Medium
46,21,8.1,79.4,4,311.6,8.1,0.5,5.3,3,63.5,Medium
39,23.7,4.2,73.7,88,219.7,6.4,19.1,3.9,5,45.7,Medium
21,27.6,6.9,76.2,17,373.2,6.5,3.6,6.5,1,71.5,High
37,30.7,7.2,60.3,54,181.1,8.5,5,8.2,4,34.9,Medium
49,26,7.1,62.4,52,223.6,4.7,5.6,7.1,0,46.4,Medium
53,20.2,7.2,55.9,49,127.8,9.7,2.3,9.5,1,42.9,Medium
21,23.8,8.2,44.6,71,146.5,8.3,6.9,2.1,5,9.2,Low
44,22.3,9,72.6,90,65.9,9.4,10.2,6.3,1,27.1,Low
34,24.8,6.8,67.3,78,34.2,7.6,2.4,7.7,0,36.1,Medium
29,29.9,5.5,76.4,44,165.2,9.3,5.4,4.8,5,57.6,Medium
39,14.9,7.8,65.3,12,146.1,8.5,7.1,3.7,1,48.3,Medium
34,23.4,6.6,71.6,15,63.9,9,1.1,3.6,3,53.9,Medium
27,23.1,8.9,82.4,85,78.1,9.8,2,6.2,3,36.4,Medium
18,20,6.1,67.6,83,152.6,5.5,0.6,3.5,4,37.4,Medium
39,27.3,5.7,77.8,12,62.6,6.6,4.6,8.9,4,55.9,Medium
43,19.3,7.2,64.1,19,178.5,12.6,8.1,7,1,68,High
35,19.8,4.4,75.6,65,65,8.4,4.7,5.6,0,60.6,Medium
31,28.4,6.3,59.3,98,170.5,4.6,1,5.8,3,30.5,Low
64,31,6.5,54.6,46,57.9,4.6,4,8.2,2,32.7,Low
46,24.7,7.3,90.9,18,58.3,7.9,9,8.7,4,52.6,Medium
29,20.1,5.5,85.9,44,0,7,1.8,4.1,3,55.1,Medium
53,22.2,5.7,49.1,36,137.2,6.4,8.9,4.5,5,31.6,Low
52,29,8.7,71.6,53,266.3,11.6,7.7,5.3,1,57.9,Medium
29,25.5,7,71.7,5,261.8,7.3,0.1,4.8,3,61.2,Medium
24,24.6,8.3,77,13,175.9,9.6,1.4,2.4,3,57.1,Medium
46,26.3,6.2,88,3,0,8.5,3.9,4.4,1,67.6,High
28,24.8,6.9,59.3,85,217.5,7.4,6.3,4.6,4,28.4,Low
50,31.2,7.3,63,54,168.1,5.7,10.6,3.6,4,31.3,Low
23,22,9.6,68.5,99,117.5,9.5,5.1,6.9,2,22,Low
64,21.5,6.7,58.6,33,246.6,3.3,2.4,5.7,2,48.3,Medium
32,19.5,6.8,40.1,26,199.2,9.7,1,7.2,4,37.4,Medium
